Label,Type,TrainDelta,TestDelta,AP_Eng,HDG_Mode,ALT_Mode,HDG_Ref,TurnK,ALT_Ref,Pwheel,Throttle,alt
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7223.85736029473
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7223.81253682936
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7223.76552812968
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7223.71631124941
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7223.66486616535
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7223.61117571089
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7223.55522549985
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7223.49700384217
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7223.43650165245
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7223.37371235263
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7223.30863176986
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7223.24125803048
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7223.17159145112
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7223.09963442759
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7223.02539132261
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7222.94886835267
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7222.87007347508
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7222.78901627548
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7222.70570785642
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7222.62016072748
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7222.53238869736
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7222.44240676818
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7222.35023103246
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7222.25587857289
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7222.1593673652
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7222.06071618438
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7221.95994451421
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7221.85707246048
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7221.7521206677
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7221.64511023968
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7221.53606266376
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7221.42499973888
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7221.31194350734
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7221.19691619043
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7221.07994012769
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7220.9610377199
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7220.84023137564
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7220.71754346139
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7220.59299625514
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7220.46661190328
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7220.33841238084
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7220.20841945479
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7220.07665465054
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7219.94313922119
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7219.80789411982
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7219.67093997427
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7219.53229706473
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7219.39198530361
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7219.25002421789
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7219.10643293366
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7218.9612301628
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7218.81443419166
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7218.66606287163
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7218.51613361151
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7218.36466337156
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7218.21166865911
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7218.05716552568
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7217.90116956549
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7217.74369591516
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7217.58475925474
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7217.42437380978
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7217.26255335444
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7217.09931121555
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7216.93466027756
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7216.7686129883
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7216.60118136545
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7216.43237700372
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7216.26221108262
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7216.09069437483
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7215.91783725499
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7215.74364970906
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7215.56814134399
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7215.39132139778
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7215.21319874992
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7215.03378193202
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7214.85307913875
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7214.67109823897
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7214.48784678705
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7214.30333203433
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7214.1175609407
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7213.93054018631
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7213.74227618334
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7213.55277508778
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7213.3620428113
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7213.17008503311
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7212.97690721184
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7212.78251459732
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7212.58691224245
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7212.39010501489
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7212.19209760876
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7211.9928945563
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7211.79250023929
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7211.59091890057
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7211.3881546553
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7211.18421150217
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7210.97909333446
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7210.77280395099
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7210.56534706686
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7210.35672632417
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7210.14694530241
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7209.93600752883
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7209.72391648859
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7209.51067563467
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7209.29628839773
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7209.08075819566
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7208.86408844299
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7208.64628256013
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7208.42734398234
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7208.20727616858
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7207.98608261007
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7207.76376683867
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7207.54033243506
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7207.31578303672
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7207.09012234559
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7206.86335413563
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7206.63548226004
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7206.40651065838
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7206.17644336331
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7205.94528450723
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7205.7130383286
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7205.47970917806
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7205.24530152433
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7205.00981995982
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7204.77326920605
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7204.53565411885
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7204.29697969325
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7204.0572510682
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7203.81647353101
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7203.57465252163
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7203.33179363658
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7203.08790263273
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7202.84298543088
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7202.59704811897
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7202.35009695524
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7202.10213837101
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7201.85317897339
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7201.60322554757
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7201.35228505915
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7201.10036465598
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7200.84747167005
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7200.59361361895
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7200.3387982073
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7200.08303332787
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7199.82632706253
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7199.56868768308
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7199.31012365176
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7199.05064362169
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7198.79025643711
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7198.52897113339
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7198.26679693692
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7198.00374326486
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7197.73981972463
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7197.47503611337
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7197.20940241718
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7196.94292881021
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7196.67562565365
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7196.40750349453
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7196.13857306448
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7195.86884527827
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7195.59833123228
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7195.32704220286
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7195.05498964458
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7194.78218518832
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7194.5086406394
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7194.23436797541
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7193.95937934419
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7193.68368706151
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7193.40730360882
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7193.13024163086
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7192.85251393321
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7192.5741334798
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7192.29511339033
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7192.01546693764
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7191.73520754505
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7191.45434878364
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7191.1729043695
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7190.89088816091
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7190.60831415553
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7190.32519648752
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7190.04154942466
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7189.75738736546
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7189.47272483621
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7189.18757648804
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7188.90195709396
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7188.61588154594
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7188.32936485187
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7188.04242213264
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7187.75506861914
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7187.46731964935
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7187.17919066527
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7186.89069721007
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7186.60185492509
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7186.31267954693
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7186.0231869045
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7185.73339291617
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7185.44331358685
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7185.15296500514
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7184.86236334049
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7184.57152484038
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7184.28046582756
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7183.98920269722
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7183.69775191433
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7183.40613001087
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7183.11435358319
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7182.82243928936
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7182.53040384652
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7182.23826402836
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7181.94603666251
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7181.65373862806
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7181.36138685306
