Label,Type,TrainDelta,TestDelta,AP_Eng,HDG_Mode,ALT_Mode,HDG_Ref,TurnK,ALT_Ref,Pwheel,Throttle,alt
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7181.06899831209
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7180.77659002385
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7180.48417904877
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7180.19178248667
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7179.89941747448
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7179.60710118397
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7179.3148508195
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7179.02268361582
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7178.73061683597
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7178.43866776909
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7178.14685372838
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7177.85519204903
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7177.56370008623
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7177.27239521318
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7176.98129481914
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7176.69041630754
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7176.39977709412
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7176.10939460506
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7175.81928627521
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7175.52946954631
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7175.23996186526
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7174.95078068241
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7174.66194344992
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7174.37346762008
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7174.08537064373
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7173.79766996871
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7173.51038303827
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7173.22352728958
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7172.93712015227
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7172.65117904693
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7172.36572138374
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7172.08076456102
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7171.7963259639
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7171.51242296296
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7171.22907291292
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7170.94629315136
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7170.66410099742
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7170.38251375062
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7170.10154868959
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7169.82122307094
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7169.54155412801
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7169.26255906982
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7168.98425507986
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7168.70665931507
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7168.42978890472
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7168.15366094933
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7167.8782925197
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7167.60370065584
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7167.32990236597
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7167.05691462559
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7166.78475437648
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7166.51343852576
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7166.24298394497
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7165.97340746919
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7165.7047258961
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7165.43695598516
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7165.1701144567
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7164.9042179911
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7164.639283228
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7164.3753267654
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7164.11236515895
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7163.85041492109
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7163.58949252035
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7163.32961438052
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7163.07079687996
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7162.81305635083
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7162.55640907838
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7162.30087130024
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7162.04645920571
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7161.7931889351
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7161.541076579
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7161.29013817766
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7161.0403897203
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7160.79184714446
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7160.54452633539
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7160.29844312539
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7160.05361329317
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7159.81005256327
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7159.56777660544
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7159.32680103402
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7159.08714140737
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7158.84881322727
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7158.61183193833
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7158.37621292745
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7158.1419715232
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7157.90912299529
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7157.67768255401
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7157.44766534967
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7157.21908647205
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7156.99196094986
1,0,0,0,0,0,0,-170.761859631395,41.3066281558584,7180,22.4509162068261,0.835207289407501,7156.7663037502
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7156.54212977802
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7156.31930590569
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7156.09760486755
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7155.87690583
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7155.65725194822
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7155.43890043185
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7155.22218314521
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7155.00736484354
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7154.79454217793
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7154.58369285172
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7154.374792633
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7154.167891654
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7153.96310972071
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7153.76058716633
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7153.56043520728
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7153.36272377356
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7153.16749868534
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7152.97480960354
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7152.78472443178
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7152.59732809334
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7152.41272715696
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7152.23102460365
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7152.05228665323
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7151.87653833809
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7151.70378198391
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7151.53401944922
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7151.36726312387
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7151.20353253816
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7151.04284388196
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7150.88520239003
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7150.73060135738
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7150.57902643515
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7150.43046115615
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7150.2848895755
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7150.14229579586
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7150.00266171262
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7149.86596521738
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7149.73218047757
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7149.60127876622
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7149.47322983626
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7149.34800288377
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7149.22556587615
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7149.10588645021
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7148.98893003387
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7148.87466163392
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7148.76304407018
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7148.65403994302
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7148.54761209157
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7148.44372154215
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7148.34232982587
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7148.24339765719
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7148.14688558578
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7148.05275354774
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7147.96096098319
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7147.87146761117
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7147.7842327766
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7147.69921602896
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7147.61637673254
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7147.53567424676
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7147.45706791255
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7147.3805171501
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7147.30598133163
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7147.23342055902
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7147.16279423279
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7147.09406242497
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7147.02718616667
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.9621255013
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.89884116954
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.83729482294
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.77744761351
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.71926113819
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.66269769329
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.6077205754
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.55429217413
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.50237587215
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.45193547129
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.40293505014
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.35533922823
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.30911316011
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.26422256442
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.22063391469
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.17831448774
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.13723232676
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.0973560855
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.05865485914
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7146.02109830225
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.98465655644
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.94930027083
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.91500076894
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.88172970715
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.84945944171
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.81816282299
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.78781308715
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.75838386115
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.72984923904
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.70218376724
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.67536250601
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.64936104017
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.62415536972
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.59972189039
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.57603741028
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.55307918243
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.53082492641
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.50925282754
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.48834152063
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.46807007283
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.44841797677
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.42936514689
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.41089196653
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.39297919502
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.37560809349
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.35876035279
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.34241809215
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.32656383783
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.31118052616
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.29625150868
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.28176055649
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.2676918566
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.25403000239
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.24075998244
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.22786717197
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.2153373277
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.20315658445
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.19131145084
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.17978880291
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.16857587588
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.15766025549
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.14702987053
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.13667298377
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.12657819047
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.11673440011
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.10713086616
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.0977570474
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.0886029336
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.07965848933
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.07091412352
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.06236071524
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.05398909463
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.04579046333
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.0377564757
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.02987873044
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.02214915219
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.0145601283
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7145.00710401172
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7144.99977345553
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7144.99256137856
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7144.98546093369
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7144.97846547809
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7144.97156855486
1,0,0,0,1,0,0,-28.0529793149549,5.23298849413477,7180,2.46282451725277,0.740641286713786,7144.96476388843
